"release_id","date_recaptured","release_site","site","number_recaptured","median_fork_length_recaptured","fws_run","hatchery_origin"
"CLR354",2007-12-24,"clear creek road bridge","upper clear creek",2,35,NA,NA
"CLR354",2007-12-25,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR354",2007-12-26,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR354",2007-12-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR355",2007-12-30,"clear creek road bridge","upper clear creek",42,36,NA,NA
"CLR355",2007-12-31,"clear creek road bridge","upper clear creek",5,36,NA,NA
"CLR355",2008-01-01,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR355",2008-01-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR355",2008-01-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR356",2008-01-01,"vulture bar","lower clear creek",29,37,NA,NA
"CLR356",2008-01-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR356",2008-01-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR356",2008-01-04,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR356",2008-01-05,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR357",2008-01-04,"clear creek road bridge","upper clear creek",13,38,NA,NA
"CLR357",2008-01-05,"clear creek road bridge","upper clear creek",1,38,NA,NA
"CLR357",2008-01-06,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR357",2008-01-07,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR357",2008-01-08,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR358",2008-01-09,"clear creek road bridge","upper clear creek",14,37,NA,NA
"CLR358",2008-01-10,"clear creek road bridge","upper clear creek",1,37,NA,NA
"CLR358",2008-01-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR358",2008-01-12,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR358",2008-01-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR359",2008-01-09,"vulture bar","lower clear creek",4,39,NA,NA
"CLR359",2008-01-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR359",2008-01-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR359",2008-01-12,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR359",2008-01-13,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR360",2008-01-13,"clear creek road bridge","upper clear creek",18,37,NA,NA
"CLR360",2008-01-14,"clear creek road bridge","upper clear creek",3,37,NA,NA
"CLR360",2008-01-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR360",2008-01-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR360",2008-01-17,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR361",2008-01-13,"vulture bar","lower clear creek",18,37,NA,NA
"CLR361",2008-01-14,"vulture bar","lower clear creek",2,37,NA,NA
"CLR361",2008-01-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR361",2008-01-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR361",2008-01-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR362",2008-01-16,"vulture bar","lower clear creek",24,38,NA,NA
"CLR362",2008-01-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR362",2008-01-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR362",2008-01-19,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR362",2008-01-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR363",2008-01-16,"clear creek road bridge","upper clear creek",44,38,NA,NA
"CLR363",2008-01-17,"clear creek road bridge","upper clear creek",1,38,NA,NA
"CLR363",2008-01-18,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR363",2008-01-19,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR363",2008-01-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR364",2008-01-20,"clear creek road bridge","upper clear creek",54,38,NA,NA
"CLR364",2008-01-21,"clear creek road bridge","upper clear creek",5,38,NA,NA
"CLR364",2008-01-22,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR364",2008-01-23,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR364",2008-01-24,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR365",2008-01-20,"vulture bar","lower clear creek",18,37,NA,NA
"CLR365",2008-01-21,"vulture bar","lower clear creek",3,37,NA,NA
"CLR365",2008-01-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR365",2008-01-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR365",2008-01-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR366",2008-01-24,"vulture bar","lower clear creek",15,37,NA,NA
"CLR366",2008-01-25,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR366",2008-01-26,"vulture bar","lower clear creek",1,37,NA,NA
"CLR366",2008-01-27,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR366",2008-01-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR367",2008-01-24,"clear creek road bridge","upper clear creek",37,38,NA,NA
"CLR367",2008-01-25,"clear creek road bridge","upper clear creek",16,38,NA,NA
"CLR367",2008-01-26,"clear creek road bridge","upper clear creek",1,38,NA,NA
"CLR367",2008-01-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR367",2008-01-28,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR368",2008-01-27,"vulture bar","lower clear creek",10,39,NA,NA
"CLR368",2008-01-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR368",2008-01-29,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR368",2008-01-30,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR368",2008-01-31,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR369",2008-01-27,"clear creek road bridge","upper clear creek",13,39,NA,NA
"CLR369",2008-01-28,"clear creek road bridge","upper clear creek",1,39,NA,NA
"CLR369",2008-01-29,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR369",2008-01-30,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR369",2008-01-31,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR370",2008-01-30,"vulture bar","lower clear creek",17,39,NA,NA
"CLR370",2008-01-31,"vulture bar","lower clear creek",1,39,NA,NA
"CLR370",2008-02-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR370",2008-02-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR370",2008-02-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR371",2008-01-30,"clear creek road bridge","upper clear creek",31,37,NA,NA
"CLR371",2008-01-31,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR371",2008-02-01,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR371",2008-02-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR371",2008-02-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR372",2008-02-06,"vulture bar","lower clear creek",10,39,NA,NA
"CLR372",2008-02-07,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR372",2008-02-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR372",2008-02-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR372",2008-02-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR373",2008-02-06,"clear creek road bridge","upper clear creek",17,39,NA,NA
"CLR373",2008-02-07,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR373",2008-02-08,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR373",2008-02-09,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR373",2008-02-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR374",2008-02-10,"vulture bar","lower clear creek",21,39,NA,NA
"CLR374",2008-02-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR374",2008-02-12,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR374",2008-02-13,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR374",2008-02-14,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR375",2008-02-10,"clear creek road bridge","upper clear creek",35,39,NA,NA
"CLR375",2008-02-11,"clear creek road bridge","upper clear creek",1,39,NA,NA
"CLR375",2008-02-12,"clear creek road bridge","upper clear creek",1,39,NA,NA
"CLR375",2008-02-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR375",2008-02-14,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR376",2008-02-13,"vulture bar","lower clear creek",12,38,NA,NA
"CLR376",2008-02-14,"vulture bar","lower clear creek",2,38,NA,NA
"CLR376",2008-02-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR376",2008-02-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR376",2008-02-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR377",2008-02-13,"clear creek road bridge","upper clear creek",43,38,NA,NA
"CLR377",2008-02-14,"clear creek road bridge","upper clear creek",2,38,NA,NA
"CLR377",2008-02-15,"clear creek road bridge","upper clear creek",1,38,NA,NA
"CLR377",2008-02-16,"clear creek road bridge","upper clear creek",1,38,NA,NA
"CLR377",2008-02-17,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR378",2008-02-17,"vulture bar","lower clear creek",11,39,NA,NA
"CLR378",2008-02-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR378",2008-02-19,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR378",2008-02-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR378",2008-02-21,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR379",2008-02-17,"clear creek road bridge","upper clear creek",44,38,NA,NA
"CLR379",2008-02-18,"clear creek road bridge","upper clear creek",4,38,NA,NA
"CLR379",2008-02-19,"clear creek road bridge","upper clear creek",2,38,NA,NA
"CLR379",2008-02-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR379",2008-02-21,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR380",2008-02-21,"clear creek road bridge","upper clear creek",10,38,NA,NA
"CLR380",2008-02-22,"clear creek road bridge","upper clear creek",9,38,NA,NA
"CLR380",2008-02-23,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR380",2008-02-24,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR380",2008-02-25,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR381",2008-02-21,"vulture bar","lower clear creek",19,38,NA,NA
"CLR381",2008-02-22,"vulture bar","lower clear creek",2,38,NA,NA
"CLR381",2008-02-23,"vulture bar","lower clear creek",1,38,NA,NA
"CLR381",2008-02-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR381",2008-02-25,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR382",2008-02-23,"vulture bar","lower clear creek",10,39,NA,NA
"CLR382",2008-02-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR382",2008-02-25,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR382",2008-02-26,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR382",2008-02-27,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR383",2008-02-23,"clear creek road bridge","upper clear creek",28,38,NA,NA
"CLR383",2008-02-24,"clear creek road bridge","upper clear creek",5,38,NA,NA
"CLR383",2008-02-25,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR383",2008-02-26,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR383",2008-02-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR384",2008-02-27,"vulture bar","lower clear creek",18,38,NA,NA
"CLR384",2008-02-28,"vulture bar","lower clear creek",2,38,NA,NA
"CLR384",2008-02-29,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR384",2008-03-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR384",2008-03-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR385",2008-02-27,"clear creek road bridge","upper clear creek",27,38,NA,NA
"CLR385",2008-02-28,"clear creek road bridge","upper clear creek",2,38,NA,NA
"CLR385",2008-02-29,"clear creek road bridge","upper clear creek",2,38,NA,NA
"CLR385",2008-03-01,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR385",2008-03-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR386",2008-03-02,"vulture bar","lower clear creek",12,37,NA,NA
"CLR386",2008-03-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR386",2008-03-04,"vulture bar","lower clear creek",1,37,NA,NA
"CLR386",2008-03-05,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR386",2008-03-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR387",2008-03-02,"clear creek road bridge","upper clear creek",52,38,NA,NA
"CLR387",2008-03-03,"clear creek road bridge","upper clear creek",5,38,NA,NA
"CLR387",2008-03-04,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR387",2008-03-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR387",2008-03-06,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR388",2008-03-05,"clear creek road bridge","upper clear creek",87,38,NA,NA
"CLR388",2008-03-06,"clear creek road bridge","upper clear creek",1,38,NA,NA
"CLR388",2008-03-07,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR388",2008-03-08,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR388",2008-03-09,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR389",2008-03-05,"vulture bar","lower clear creek",24,38,NA,NA
"CLR389",2008-03-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR389",2008-03-07,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR389",2008-03-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR389",2008-03-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR390",2008-03-09,"clear creek road bridge","upper clear creek",106,38,NA,NA
"CLR390",2008-03-10,"clear creek road bridge","upper clear creek",4,38,NA,NA
"CLR390",2008-03-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR390",2008-03-12,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR390",2008-03-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR391",2008-03-09,"vulture bar","lower clear creek",24,38,NA,NA
"CLR391",2008-03-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR391",2008-03-11,"vulture bar","lower clear creek",1,38,NA,NA
"CLR391",2008-03-12,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR391",2008-03-13,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR392",2008-03-12,"clear creek road bridge","upper clear creek",94,37,NA,NA
"CLR392",2008-03-13,"clear creek road bridge","upper clear creek",8,37,NA,NA
"CLR392",2008-03-14,"clear creek road bridge","upper clear creek",3,37,NA,NA
"CLR392",2008-03-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR392",2008-03-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR393",2008-03-12,"vulture bar","lower clear creek",15,38,NA,NA
"CLR393",2008-03-13,"vulture bar","lower clear creek",3,38,NA,NA
"CLR393",2008-03-14,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR393",2008-03-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR393",2008-03-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR394",2008-03-16,"clear creek road bridge","upper clear creek",99,37,NA,NA
"CLR394",2008-03-17,"clear creek road bridge","upper clear creek",2,37,NA,NA
"CLR394",2008-03-18,"clear creek road bridge","upper clear creek",2,37,NA,NA
"CLR394",2008-03-19,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR394",2008-03-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR395",2008-03-16,"vulture bar","lower clear creek",20,38,NA,NA
"CLR395",2008-03-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR395",2008-03-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR395",2008-03-19,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR395",2008-03-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR396",2008-03-19,"clear creek road bridge","upper clear creek",39,38,NA,NA
"CLR396",2008-03-20,"clear creek road bridge","upper clear creek",3,38,NA,NA
"CLR396",2008-03-21,"clear creek road bridge","upper clear creek",1,38,NA,NA
"CLR396",2008-03-22,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR396",2008-03-23,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR397",2008-03-19,"vulture bar","lower clear creek",14,38,NA,NA
"CLR397",2008-03-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR397",2008-03-21,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR397",2008-03-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR397",2008-03-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR398",2008-03-23,"clear creek road bridge","upper clear creek",34,37,NA,NA
"CLR398",2008-03-24,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR398",2008-03-25,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR398",2008-03-26,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR398",2008-03-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR399",2008-03-26,"clear creek road bridge","upper clear creek",33,38,NA,NA
"CLR399",2008-03-27,"clear creek road bridge","upper clear creek",2,38,NA,NA
"CLR399",2008-03-28,"clear creek road bridge","upper clear creek",1,38,NA,NA
"CLR399",2008-03-29,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR399",2008-03-30,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR400",2008-03-26,"vulture bar","lower clear creek",26,37,NA,NA
"CLR400",2008-03-27,"vulture bar","lower clear creek",1,37,NA,NA
"CLR400",2008-03-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR400",2008-03-29,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR400",2008-03-30,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR401",2008-03-30,"vulture bar","lower clear creek",15,37,NA,NA
"CLR401",2008-03-31,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR401",2008-04-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR401",2008-04-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR401",2008-04-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR402",2008-04-02,"vulture bar","lower clear creek",20,37,NA,NA
"CLR402",2008-04-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR402",2008-04-04,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR402",2008-04-05,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR402",2008-04-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR403",2008-04-06,"vulture bar","lower clear creek",19,36,NA,NA
"CLR403",2008-04-07,"vulture bar","lower clear creek",1,36,NA,NA
"CLR403",2008-04-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR403",2008-04-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR403",2008-04-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR404",2008-04-09,"vulture bar","lower clear creek",28,37,NA,NA
"CLR404",2008-04-10,"vulture bar","lower clear creek",4,37,NA,NA
"CLR404",2008-04-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR404",2008-04-12,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR404",2008-04-13,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR405",2008-12-07,"clear creek road bridge","upper clear creek",52,34,NA,NA
"CLR405",2008-12-08,"clear creek road bridge","upper clear creek",3,34,NA,NA
"CLR405",2008-12-09,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR405",2008-12-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR405",2008-12-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR406",2008-12-09,"clear creek road bridge","upper clear creek",59,35,NA,NA
"CLR406",2008-12-10,"clear creek road bridge","upper clear creek",2,35,NA,NA
"CLR406",2008-12-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR406",2008-12-12,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR406",2008-12-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR407",2008-12-12,"clear creek road bridge","upper clear creek",55,35,NA,NA
"CLR407",2008-12-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR407",2008-12-14,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR407",2008-12-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR407",2008-12-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR408",2008-12-16,"clear creek road bridge","upper clear creek",52,34,NA,NA
"CLR408",2008-12-17,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR408",2008-12-18,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR408",2008-12-19,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR408",2008-12-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR409",2008-12-19,"clear creek road bridge","upper clear creek",51,35,NA,NA
"CLR409",2008-12-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR409",2008-12-21,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR409",2008-12-22,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR409",2008-12-23,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR410",2008-12-19,"vulture bar","lower clear creek",36,34,NA,NA
"CLR410",2008-12-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR410",2008-12-21,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR410",2008-12-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR410",2008-12-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR411",2008-12-23,"clear creek road bridge","upper clear creek",34,34,NA,NA
"CLR411",2008-12-24,"clear creek road bridge","upper clear creek",1,34,NA,NA
"CLR411",2008-12-25,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR411",2008-12-26,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR411",2008-12-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR412",2008-12-23,"vulture bar","lower clear creek",42,36,NA,NA
"CLR412",2008-12-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR412",2008-12-25,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR412",2008-12-26,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR412",2008-12-27,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR413",2008-12-26,"clear creek road bridge","upper clear creek",18,35,NA,NA
"CLR413",2008-12-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR413",2008-12-28,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR413",2008-12-29,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR413",2008-12-30,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR414",2008-12-26,"vulture bar","lower clear creek",39,36,NA,NA
"CLR414",2008-12-27,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR414",2008-12-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR414",2008-12-29,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR414",2008-12-30,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR415",2008-12-30,"clear creek road bridge","upper clear creek",21,35,NA,NA
"CLR415",2008-12-31,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR415",2009-01-01,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR415",2009-01-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR415",2009-01-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR416",2009-01-02,"clear creek road bridge","upper clear creek",43,35,NA,NA
"CLR416",2009-01-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR416",2009-01-04,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR416",2009-01-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR416",2009-01-06,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR417",2009-01-02,"vulture bar","lower clear creek",37,36,NA,NA
"CLR417",2009-01-03,"vulture bar","lower clear creek",1,36,NA,NA
"CLR417",2009-01-04,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR417",2009-01-05,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR417",2009-01-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR418",2009-01-05,"clear creek road bridge","upper clear creek",52,36,NA,NA
"CLR418",2009-01-06,"clear creek road bridge","upper clear creek",1,36,NA,NA
"CLR418",2009-01-07,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR418",2009-01-08,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR418",2009-01-09,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR419",2009-01-05,"vulture bar","lower clear creek",14,36,NA,NA
"CLR419",2009-01-06,"vulture bar","lower clear creek",1,36,NA,NA
"CLR419",2009-01-07,"vulture bar","lower clear creek",3,36,NA,NA
"CLR419",2009-01-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR419",2009-01-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR420",2009-01-08,"clear creek road bridge","upper clear creek",57,37,NA,NA
"CLR420",2009-01-09,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR420",2009-01-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR420",2009-01-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR420",2009-01-12,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR421",2009-01-08,"vulture bar","lower clear creek",47,36,NA,NA
"CLR421",2009-01-09,"vulture bar","lower clear creek",2,36,NA,NA
"CLR421",2009-01-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR421",2009-01-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR421",2009-01-12,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR422",2009-01-12,"vulture bar","lower clear creek",27,37,NA,NA
"CLR422",2009-01-13,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR422",2009-01-14,"vulture bar","lower clear creek",1,37,NA,NA
"CLR422",2009-01-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR422",2009-01-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR423",2009-01-12,"clear creek road bridge","upper clear creek",39,36,NA,NA
"CLR423",2009-01-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR423",2009-01-14,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR423",2009-01-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR423",2009-01-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR424",2009-01-15,"clear creek road bridge","upper clear creek",54,37,NA,NA
"CLR424",2009-01-16,"clear creek road bridge","upper clear creek",1,37,NA,NA
"CLR424",2009-01-17,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR424",2009-01-18,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR424",2009-01-19,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR425",2009-01-15,"vulture bar","lower clear creek",7,37,NA,NA
