OrganismCode,StationCode,SampleDate,BroodYear,SampleID,IDWeek,SubWeek,FWSRace,RCatch,NumReleased,BaileysEff,Dead,ForkLength,IDYear
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,S,1,495,0.0363,N,53,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,33,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,34,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,34,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,Y,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,34,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,39,2022
CHN,UBC,1/3/2022,2021,003_22,1,A,S,2,329,0.0424,N,31,2022
CHN,UBC,1/3/2022,2021,003_22,1,A,S,5,329,0.0424,N,32,2022
CHN,UBC,1/3/2022,2021,003_22,1,A,S,1,329,0.0424,N,32,2022
CHN,UBC,1/3/2022,2021,003_22,1,A,S,4,329,0.0424,N,35,2022
CHN,UBC,1/3/2022,2021,003_22,1,A,S,1,329,0.0424,N,35,2022
CHN,UBC,1/3/2022,2021,003_22,1,A,S,20,329,0.0424,N,33,2022
CHN,UBC,1/3/2022,2021,003_22,1,A,S,1,329,0.0424,N,33,2022
CHN,UBC,1/3/2022,2021,003_22,1,A,S,16,329,0.0424,N,34,2022
CHN,UBC,1/3/2022,2021,003_22,1,A,S,1,329,0.0424,N,34,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,37,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,Y,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,50,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,38,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,43,300,0.1262,N,0,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,Y,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,Y,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,Y,34,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,238,495,0.0363,N,0,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1473,495,0.0363,N,0,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,S,6,495,0.0363,N,0,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,32,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/3/2022,2021,003_22,1,A,F,1,495,0.0363,N,35,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,31,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,38,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,36,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,36,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,36,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,Y,33,2022
CHN,UCC,1/3/2022,2021,003_22,1,A,S,1,300,0.1262,N,34,2022
CHN,LCC,1/4/2022,2021,004_22,1,A,F,1816,495,0.0363,N,0,2022
CHN,LCC,1/4/2022,2021,004_22,1,A,S,6,495,0.0363,N,0,2022
CHN,UCC,1/4/2022,2021,004_22,1,A,S,156,300,0.1262,N,0,2022
CHN,UBC,1/4/2022,2021,004_22,1,A,S,68,329,0.0424,N,0,2022
RBT,UCC,1/4/2022,2021,004_22,1,A,,2,300,0.1262,N,0,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,32,2022
CHN,UCC,1/5/2022,2021,005_22,1,A,S,1,300,0.1262,N,35,2022
